userID,first_name,last_name,phone_number,email,password,marital_status,hijos,birth_year,personality,religion,color,weight,height
1095,Joseph,Smith,7652708634,joseph.smith@email.com,94327,married,independent,1986,thrifty-protector,Catholic,blue,65,1.65
1096,Robert,Martin,6212626036,robert.martin@email.com,82781,single,independent,1990,hard-worker,Catholic,black,40,1.2
1097,Michael,Martin,6735280878,michael.martin@email.com,40665,single,independent,1990,hard-worker,Catholic,black,58,1.64
1098,John,Brown,6160906705,john.brown@email.com,79336,single,independent,1991,thrifty-protector,Catholic,green,68,1.76
1099,James,Miller,8872465402,james.miller@email.com,43291,single,independent,1989,conformist,Catholic,purple,70,2.0
1100,Linda,Smith,6566782460,linda.smith@email.com,66824,single,independent,1990,hard-worker,Christian,black,40,1.65
1101,Mary,Brown,6534834876,mary.brown@email.com,51289,single,independent,1988,hunter-ostentatious,Catholic,white,50,1.69
1102,William,Moore,9077126232,william.moore@email.com,63913,single,independent,1989,conformist,none,black,90,1.78
1103,Jennifer,Smith,6783077301,jennifer.smith@email.com,93761,single,independent,1989,hard-worker,Jewish,green,120,1.9
1104,James,Johnson,9520381459,james.johnson@email.com,17555,single,independent,1991,hunter-ostentatious,Catholic,blue,75,1.71
1105,Charles,Smith,9003488132,charles.smith@email.com,77366,single,independent,1991,hard-worker,Christian,green,40,1.74
1106,James,Wilson,7656189475,james.wilson@email.com,95075,single,independent,1930,hard-worker,Catholic,blue,65,1.71
1107,John,Anderson,7130578792,john.anderson@email.com,29546,single,independent,1989,hard-worker,Catholic,blue,87,1.79
1108,John,Williams,8660442770,john.williams@email.com,68823,single,independent,1983,thrifty-protector,Catholic,blue,76,1.81
1109,John,Martin,9015409229,john.martin@email.com,79649,single,independent,1989,thrifty-protector,Catholic,blue,57,1.72
1110,Maria,Garcia,7396731903,maria.garcia@email.com,77306,single,independent,1993,thrifty-protector,Catholic,red,85,1.75
1111,Michael,Johnson,8976799021,michael.johnson@email.com,80239,single,independent,1991,hard-worker,Catholic,white,69,1.69
1112,Michael,White,8344707063,michael.white@email.com,84617,single,independent,1991,hard-worker,Catholic,white,69,1.69
1113,William,Davis,7235425843,william.davis@email.com,71754,single,independent,1990,thrifty-protector,Catholic,blue,75,1.73
1114,Michael,Wilson,6803759208,michael.wilson@email.com,62654,single,independent,1991,hard-worker,Catholic,blue,58,1.68
1115,Richard,Jones,6668513828,richard.jones@email.com,35437,single,independent,1990,hard-worker,Catholic,green,76,1.76
1116,Mary,Williams,8904151145,mary.williams@email.com,10655,married,kids,1987,thrifty-protector,Catholic,blue,40,1.71
1117,David,Wilson,8993929246,david.wilson@email.com,55547,single,independent,1982,thrifty-protector,Catholic,blue,58,1.6
1118,David,Smith,6856510850,david.smith@email.com,68397,single,independent,1987,thrifty-protector,none,black,60,1.68
1119,Robert,Wilson,6138744512,robert.wilson@email.com,26101,single,independent,1992,thrifty-protector,Catholic,blue,68,1.68
1120,Charles,Johnson,6171015341,charles.johnson@email.com,35645,single,independent,1930,hard-worker,none,green,47,1.57
1121,John,Moore,6727735041,john.moore@email.com,95036,married,independent,1987,thrifty-protector,Catholic,black,90,1.6
1122,Robert,Williams,8627649687,robert.williams@email.com,66429,single,independent,1930,hard-worker,none,yellow,40,1.2
1123,James,Williams,6021738013,james.williams@email.com,21536,single,independent,1987,hard-worker,Catholic,green,110,1.75
1124,John,Johnson,8716093619,john.johnson@email.com,57911,single,independent,1991,hard-worker,Catholic,blue,51,1.2
1125,John,Jones,6805074314,john.jones@email.com,69219,single,independent,1990,hard-worker,Catholic,white,57,1.67
1126,Mary,Jones,9703987120,mary.jones@email.com,62972,single,independent,1990,hard-worker,Catholic,purple,65,1.63
1127,Michael,Williams,9883799088,michael.williams@email.com,65751,single,independent,1992,hard-worker,Catholic,black,65,1.76
1128,Robert,Thomas,8281107970,robert.thomas@email.com,28072,single,independent,1986,thrifty-protector,Catholic,red,66,1.72
1129,Michael,Thompson,9249182153,michael.thompson@email.com,17568,single,independent,1989,thrifty-protector,none,purple,69,1.69
1130,Michael,Smith,6304207843,michael.smith@email.com,27126,single,independent,1989,hard-worker,none,yellow,40,1.2
1131,Robert,Jones,6512590186,robert.jones@email.com,42385,married,kids,1990,hard-worker,none,black,90,1.8
1132,Mary,Johnson,7235453084,mary.johnson@email.com,61278,single,independent,1991,hard-worker,none,blue,55,1.6
1133,Susan,Smith,6519999427,susan.smith@email.com,99680,single,independent,1991,hard-worker,none,orange,60,1.57
1134,William,Brown,8437499011,william.brown@email.com,43093,single,independent,1991,hard-worker,Catholic,black,52,1.65
1135,David,Johnson,7525647392,david.johnson@email.com,33540,single,kids,1988,hunter-ostentatious,Catholic,purple,66,1.54
1136,Michael,Thomas,7486132188,michael.thomas@email.com,86712,single,independent,1990,thrifty-protector,Catholic,black,50,1.6
1137,Robert,Lee,6568807076,robert.lee@email.com,59164,single,independent,1989,hard-worker,Catholic,blue,72,1.78
